"","DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","start","end","t.diff","flag","divenum","depth","duration"
"2219","Tt0022",110608,NA,"Transmission","Mk10",1,"10/19/16 22:30","10/19/16 22:31","Surface",NA,"",NA,NA,39,41,31,9,2016-10-19 18:30:00,2016-10-19 18:31:00,0,0,994,NA,40
"2220","Tt0022",110608,NA,"Transmission","Mk10",1,"10/19/16 22:31","10/19/16 22:37","Dive",1,"U",364,371.5,347,349,NA,NA,2016-10-19 18:31:00,2016-10-19 18:37:00,0,0,995,367.75,348
"2221","Tt0022",110608,NA,"Transmission","Mk10",1,"10/19/16 22:37","10/19/16 22:46","Surface",NA,"",NA,NA,533,535,362,172,2016-10-19 18:37:00,2016-10-19 18:46:00,0,0,995,NA,534
"2223","Tt0022",110608,NA,"Transmission","Mk10",2,"10/19/16 23:48","10/19/16 23:54","Dive",1,"U",186,189.5,393,395,NA,NA,2016-10-19 19:48:00,2016-10-19 19:54:00,3720,1,996,187.75,394
"2224","Tt0022",110608,NA,"Transmission","Mk10",2,"10/19/16 23:54","10/19/16 23:58","Surface",NA,"",NA,NA,223,225,116,108,2016-10-19 19:54:00,2016-10-19 19:58:00,0,0,996,NA,224
"2225","Tt0022",110608,NA,"Transmission","Mk10",2,"10/19/16 23:58","10/20/16 0:09","Dive",1,"U",720,735.5,677,679,NA,NA,2016-10-19 19:58:00,2016-10-19 20:09:00,0,0,997,727.75,678
"2226","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:09","10/20/16 0:15","Surface",NA,"",NA,NA,375,377,255,121,2016-10-19 20:09:00,2016-10-19 20:15:00,0,0,997,NA,376
"2227","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:15","10/20/16 0:18","Dive",1,"U",79,80.5,151,153,NA,NA,2016-10-19 20:15:00,2016-10-19 20:18:00,0,0,998,79.75,152
"2228","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:18","10/20/16 0:19","Surface",NA,"",NA,NA,55,57,47,9,2016-10-19 20:18:00,2016-10-19 20:19:00,0,0,998,NA,56
"2229","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:19","10/20/16 0:24","Dive",1,"U",174,177.5,305,307,NA,NA,2016-10-19 20:19:00,2016-10-19 20:24:00,0,0,999,175.75,306
"2230","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:24","10/20/16 0:27","Surface",NA,"",NA,NA,195,197,133,63,2016-10-19 20:24:00,2016-10-19 20:27:00,0,0,999,NA,196
"2231","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:27","10/20/16 0:34","Dive",1,"U",222,225.5,381,383,NA,NA,2016-10-19 20:27:00,2016-10-19 20:34:00,0,0,1000,223.75,382
"2232","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 0:34","10/20/16 0:38","Surface",NA,"",NA,NA,273,275,159,115,2016-10-19 20:34:00,2016-10-19 20:38:00,0,0,1000,NA,274
"2234","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:33","10/20/16 2:40","Dive",1,"U",340,347.5,437,439,NA,NA,2016-10-19 22:33:00,2016-10-19 22:40:00,6900,1,1001,343.75,438
"2235","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:40","10/20/16 2:41","Surface",NA,"",NA,NA,63,65,60,4,2016-10-19 22:40:00,2016-10-19 22:41:00,0,0,1001,NA,64
"2236","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:41","10/20/16 2:44","Dive",1,"Square",81,82.5,159,161,NA,NA,2016-10-19 22:41:00,2016-10-19 22:44:00,0,0,1002,81.75,160
"2237","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:44","10/20/16 2:52","Surface",NA,"",NA,NA,481,483,295,187,2016-10-19 22:44:00,2016-10-19 22:52:00,0,0,1002,NA,482
"2238","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:52","10/20/16 2:54","Dive",1,"V",57,58.5,117,119,NA,NA,2016-10-19 22:52:00,2016-10-19 22:54:00,0,0,1003,57.75,118
"2239","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:54","10/20/16 2:57","Surface",NA,"",NA,NA,199,201,181,19,2016-10-19 22:54:00,2016-10-19 22:57:00,0,0,1003,NA,200
"2240","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 2:57","10/20/16 3:02","Dive",1,"U",158,161.5,329,331,NA,NA,2016-10-19 22:57:00,2016-10-19 23:02:00,0,0,1004,159.75,330
"2241","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 3:02","10/20/16 3:05","Surface",NA,"",NA,NA,177,179,149,29,2016-10-19 23:02:00,2016-10-19 23:05:00,0,0,1004,NA,178
"2242","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 3:05","10/20/16 3:12","Dive",1,"U",122,125.5,391,393,NA,NA,2016-10-19 23:05:00,2016-10-19 23:12:00,0,0,1005,123.75,392
"2243","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 3:12","10/20/16 3:28","Surface",NA,"",NA,NA,975,977,346,630,2016-10-19 23:12:00,2016-10-19 23:28:00,0,0,1005,NA,976
"2245","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:00","10/20/16 7:06","Dive",1,"U",146,149.5,371,373,NA,NA,2016-10-20 03:00:00,2016-10-20 03:06:00,12720,1,1006,147.75,372
"2246","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:06","10/20/16 7:08","Surface",NA,"",NA,NA,125,127,85,41,2016-10-20 03:06:00,2016-10-20 03:08:00,0,0,1006,NA,126
"2247","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:08","10/20/16 7:15","Dive",1,"U",126,129.5,403,405,NA,NA,2016-10-20 03:08:00,2016-10-20 03:15:00,0,0,1007,127.75,404
"2248","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:15","10/20/16 7:28","Surface",NA,"",NA,NA,819,821,555,265,2016-10-20 03:15:00,2016-10-20 03:28:00,0,0,1007,NA,820
"2249","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:28","10/20/16 7:31","Dive",1,"V",65,66.5,183,185,NA,NA,2016-10-20 03:28:00,2016-10-20 03:31:00,0,0,1008,65.75,184
"2250","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:31","10/20/16 7:40","Surface",NA,"",NA,NA,509,511,329,181,2016-10-20 03:31:00,2016-10-20 03:40:00,0,0,1008,NA,510
"2251","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:40","10/20/16 7:47","Dive",1,"U",364,371.5,451,453,NA,NA,2016-10-20 03:40:00,2016-10-20 03:47:00,0,0,1009,367.75,452
"2252","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:47","10/20/16 7:52","Surface",NA,"",NA,NA,261,263,211,51,2016-10-20 03:47:00,2016-10-20 03:52:00,0,0,1009,NA,262
"2253","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:52","10/20/16 7:59","Dive",1,"U",332,339.5,455,457,NA,NA,2016-10-20 03:52:00,2016-10-20 03:59:00,0,0,1010,335.75,456
"2254","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 7:59","10/20/16 8:01","Surface",NA,"",NA,NA,131,133,94,38,2016-10-20 03:59:00,2016-10-20 04:01:00,0,0,1010,NA,132
"2256","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:02","10/20/16 8:07","Dive",1,"Square",115,116.5,353,355,NA,NA,2016-10-20 04:02:00,2016-10-20 04:07:00,60,1,1011,115.75,354
"2257","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:07","10/20/16 8:09","Surface",NA,"",NA,NA,111,113,90,22,2016-10-20 04:07:00,2016-10-20 04:09:00,0,0,1011,NA,112
"2258","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:09","10/20/16 8:16","Dive",1,"Square",117,118.5,399,401,NA,NA,2016-10-20 04:09:00,2016-10-20 04:16:00,0,0,1012,117.75,400
"2259","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:16","10/20/16 8:20","Surface",NA,"",NA,NA,219,221,149,71,2016-10-20 04:16:00,2016-10-20 04:20:00,0,0,1012,NA,220
"2260","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:20","10/20/16 8:26","Dive",1,"Square",105,106.5,391,393,NA,NA,2016-10-20 04:20:00,2016-10-20 04:26:00,0,0,1013,105.75,392
"2261","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:26","10/20/16 8:27","Surface",NA,"",NA,NA,75,77,61,15,2016-10-20 04:26:00,2016-10-20 04:27:00,0,0,1013,NA,76
"2262","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:27","10/20/16 8:33","Dive",1,"U",111,112.5,335,337,NA,NA,2016-10-20 04:27:00,2016-10-20 04:33:00,0,0,1014,111.75,336
"2263","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:33","10/20/16 8:35","Surface",NA,"",NA,NA,147,149,124,24,2016-10-20 04:33:00,2016-10-20 04:35:00,0,0,1014,NA,148
"2264","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:35","10/20/16 8:41","Dive",1,"Square",105,106.5,341,343,NA,NA,2016-10-20 04:35:00,2016-10-20 04:41:00,0,0,1015,105.75,342
"2265","Tt0022",110608,NA,"Transmission","Mk10",2,"10/20/16 8:41","10/20/16 8:43","Surface",NA,"",NA,NA,133,135,117,17,2016-10-20 04:41:00,2016-10-20 04:43:00,0,0,1015,NA,134
"2267","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 8:44","10/20/16 8:49","Dive",1,"Square",97,98.5,331,333,NA,NA,2016-10-20 04:44:00,2016-10-20 04:49:00,60,1,1016,97.75,332
"2268","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 8:49","10/20/16 8:51","Surface",NA,"",NA,NA,135,137,105,31,2016-10-20 04:49:00,2016-10-20 04:51:00,0,0,1016,NA,136
"2269","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 8:51","10/20/16 8:57","Dive",1,"Square",83,84.5,313,315,NA,NA,2016-10-20 04:51:00,2016-10-20 04:57:00,0,0,1017,83.75,314
"2270","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 8:57","10/20/16 9:00","Surface",NA,"",NA,NA,211,213,185,27,2016-10-20 04:57:00,2016-10-20 05:00:00,0,0,1017,NA,212
"2271","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:00","10/20/16 9:05","Dive",1,"Square",91,92.5,317,319,NA,NA,2016-10-20 05:00:00,2016-10-20 05:05:00,0,0,1018,91.75,318
"2272","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:05","10/20/16 9:09","Surface",NA,"",NA,NA,187,189,152,36,2016-10-20 05:05:00,2016-10-20 05:09:00,0,0,1018,NA,188
"2273","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:09","10/20/16 9:14","Dive",1,"Square",97,98.5,345,347,NA,NA,2016-10-20 05:09:00,2016-10-20 05:14:00,0,0,1019,97.75,346
"2274","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:14","10/20/16 9:17","Surface",NA,"",NA,NA,175,177,119,57,2016-10-20 05:14:00,2016-10-20 05:17:00,0,0,1019,NA,176
"2275","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:17","10/20/16 9:25","Dive",1,"U",404,411.5,475,477,NA,NA,2016-10-20 05:17:00,2016-10-20 05:25:00,0,0,1020,407.75,476
"2276","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 9:25","10/20/16 9:28","Surface",NA,"",NA,NA,179,181,151,29,2016-10-20 05:25:00,2016-10-20 05:28:00,0,0,1020,NA,180
"2278","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 17:25","10/20/16 17:37","Dive",1,"U",608,623.5,745,747,NA,NA,2016-10-20 13:25:00,2016-10-20 13:37:00,28620,1,1021,615.75,746
"2279","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 17:37","10/20/16 20:02","Surface",NA,"",NA,NA,8679,8681,5880,2800,2016-10-20 13:37:00,2016-10-20 16:02:00,0,0,1021,NA,8680
"2280","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 20:02","10/20/16 20:07","Dive",1,"U",63,64.5,295,297,NA,NA,2016-10-20 16:02:00,2016-10-20 16:07:00,0,0,1022,63.75,296
"2281","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 20:07","10/20/16 20:25","Surface",NA,"",NA,NA,1079,1081,488,592,2016-10-20 16:07:00,2016-10-20 16:25:00,0,0,1022,NA,1080
"2282","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 20:25","10/20/16 20:29","Dive",1,"U",81,82.5,243,245,NA,NA,2016-10-20 16:25:00,2016-10-20 16:29:00,0,0,1023,81.75,244
"2283","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 20:29","10/20/16 21:38","Surface",NA,"",NA,NA,4181,4183,2563,1619,2016-10-20 16:29:00,2016-10-20 17:38:00,0,0,1023,NA,4182
"2284","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 21:38","10/20/16 21:49","Dive",1,"Square",412,419.5,649,651,NA,NA,2016-10-20 17:38:00,2016-10-20 17:49:00,0,0,1024,415.75,650
"2285","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 21:49","10/20/16 21:56","Surface",NA,"",NA,NA,413,415,347,67,2016-10-20 17:49:00,2016-10-20 17:56:00,0,0,1024,NA,414
"2286","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 21:56","10/20/16 22:08","Dive",1,"Square",396,403.5,691,693,NA,NA,2016-10-20 17:56:00,2016-10-20 18:08:00,0,0,1025,399.75,692
"2287","Tt0022",110608,NA,"Transmission","Mk10",1,"10/20/16 22:08","10/20/16 22:10","Surface",NA,"",NA,NA,137,139,129,9,2016-10-20 18:08:00,2016-10-20 18:10:00,0,0,1025,NA,138
"2289","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:30","10/21/16 4:34","Dive",1,"U",122,125.5,281,283,NA,NA,2016-10-21 00:30:00,2016-10-21 00:34:00,22800,1,1026,123.75,282
"2290","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:34","10/21/16 4:36","Surface",NA,"",NA,NA,119,121,105,15,2016-10-21 00:34:00,2016-10-21 00:36:00,0,0,1026,NA,120
"2291","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:36","10/21/16 4:45","Dive",1,"U",460,467.5,513,515,NA,NA,2016-10-21 00:36:00,2016-10-21 00:45:00,0,0,1027,463.75,514
"2292","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:45","10/21/16 4:50","Surface",NA,"",NA,NA,333,335,259,75,2016-10-21 00:45:00,2016-10-21 00:50:00,0,0,1027,NA,334
"2293","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:50","10/21/16 4:58","Dive",1,"U",460,467.5,487,489,NA,NA,2016-10-21 00:50:00,2016-10-21 00:58:00,0,0,1028,463.75,488
"2294","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 4:58","10/21/16 5:03","Surface",NA,"",NA,NA,289,291,215,75,2016-10-21 00:58:00,2016-10-21 01:03:00,0,0,1028,NA,290
"2295","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 5:03","10/21/16 5:11","Dive",1,"U",364,371.5,433,435,NA,NA,2016-10-21 01:03:00,2016-10-21 01:11:00,0,0,1029,367.75,434
"2296","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 5:11","10/21/16 5:14","Surface",NA,"",NA,NA,185,187,132,54,2016-10-21 01:11:00,2016-10-21 01:14:00,0,0,1029,NA,186
"2297","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 5:14","10/21/16 5:18","Dive",1,"U",95,96.5,247,249,NA,NA,2016-10-21 01:14:00,2016-10-21 01:18:00,0,0,1030,95.75,248
"2298","Tt0022",110608,NA,"Transmission","Mk10",1,"10/21/16 5:18","10/21/16 5:23","Surface",NA,"",NA,NA,285,287,185,101,2016-10-21 01:18:00,2016-10-21 01:23:00,0,0,1030,NA,286
"2300","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:23","10/21/16 5:27","Dive",1,"U",138,141.5,297,299,NA,NA,2016-10-21 01:23:00,2016-10-21 01:27:00,0,0,1031,139.75,298
"2301","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:27","10/21/16 5:32","Surface",NA,"",NA,NA,257,259,175,83,2016-10-21 01:27:00,2016-10-21 01:32:00,0,0,1031,NA,258
"2302","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:32","10/21/16 5:37","Dive",1,"U",146,149.5,299,301,NA,NA,2016-10-21 01:32:00,2016-10-21 01:37:00,0,0,1032,147.75,300
"2303","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:37","10/21/16 5:39","Surface",NA,"",NA,NA,105,107,82,24,2016-10-21 01:37:00,2016-10-21 01:39:00,0,0,1032,NA,106
"2304","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:39","10/21/16 5:48","Dive",1,"U",560,575.5,559,561,NA,NA,2016-10-21 01:39:00,2016-10-21 01:48:00,0,0,1033,567.75,560
"2305","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:48","10/21/16 5:51","Surface",NA,"",NA,NA,175,177,170,6,2016-10-21 01:48:00,2016-10-21 01:51:00,0,0,1033,NA,176
"2306","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:51","10/21/16 5:53","Dive",1,"V",53.5,54,139,141,NA,NA,2016-10-21 01:51:00,2016-10-21 01:53:00,0,0,1034,53.75,140
"2307","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 5:53","10/21/16 6:29","Surface",NA,"",NA,NA,2139,2141,1381,759,2016-10-21 01:53:00,2016-10-21 02:29:00,0,0,1034,NA,2140
"2308","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 6:29","10/21/16 6:34","Dive",1,"V",126,129.5,299,301,NA,NA,2016-10-21 02:29:00,2016-10-21 02:34:00,0,0,1035,127.75,300
"2309","Tt0022",110608,NA,"Transmission","Mk10",3,"10/21/16 6:34","10/21/16 6:37","Surface",NA,"",NA,NA,197,199,96,102,2016-10-21 02:34:00,2016-10-21 02:37:00,0,0,1035,NA,198
"2311","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:03","10/22/16 1:08","Dive",1,"U",146,149.5,321,323,NA,NA,2016-10-21 21:03:00,2016-10-21 21:08:00,66360,1,1036,147.75,322
"2312","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:08","10/22/16 1:09","Surface",NA,"",NA,NA,77,79,58,20,2016-10-21 21:08:00,2016-10-21 21:09:00,0,0,1036,NA,78
"2313","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:09","10/22/16 1:13","Dive",1,"U",146,149.5,239,241,NA,NA,2016-10-21 21:09:00,2016-10-21 21:13:00,0,0,1037,147.75,240
"2314","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:13","10/22/16 1:17","Surface",NA,"",NA,NA,207,209,107,101,2016-10-21 21:13:00,2016-10-21 21:17:00,0,0,1037,NA,208
"2315","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:17","10/22/16 1:23","Dive",1,"U",194,197.5,355,357,NA,NA,2016-10-21 21:17:00,2016-10-21 21:23:00,0,0,1038,195.75,356
"2316","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:23","10/22/16 1:30","Surface",NA,"",NA,NA,439,441,298,142,2016-10-21 21:23:00,2016-10-21 21:30:00,0,0,1038,NA,440
"2317","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:30","10/22/16 1:37","Dive",1,"U",364,371.5,419,421,NA,NA,2016-10-21 21:30:00,2016-10-21 21:37:00,0,0,1039,367.75,420
"2318","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:37","10/22/16 1:41","Surface",NA,"",NA,NA,267,269,182,86,2016-10-21 21:37:00,2016-10-21 21:41:00,0,0,1039,NA,268
"2319","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:41","10/22/16 1:48","Dive",1,"U",308,315.5,413,415,NA,NA,2016-10-21 21:41:00,2016-10-21 21:48:00,0,0,1040,311.75,414
"2320","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 1:48","10/22/16 1:52","Surface",NA,"",NA,NA,195,197,139,57,2016-10-21 21:48:00,2016-10-21 21:52:00,0,0,1040,NA,196
"2322","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 8:59","10/22/16 9:03","Dive",1,"Square",95,96.5,295,297,NA,NA,2016-10-22 04:59:00,2016-10-22 05:03:00,25620,1,1041,95.75,296
"2323","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:03","10/22/16 9:08","Surface",NA,"",NA,NA,281,283,200,82,2016-10-22 05:03:00,2016-10-22 05:08:00,0,0,1041,NA,282
"2324","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:08","10/22/16 9:14","Dive",1,"Square",97,98.5,323,325,NA,NA,2016-10-22 05:08:00,2016-10-22 05:14:00,0,0,1042,97.75,324
"2325","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:14","10/22/16 9:15","Surface",NA,"",NA,NA,101,103,66,36,2016-10-22 05:14:00,2016-10-22 05:15:00,0,0,1042,NA,102
"2326","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:15","10/22/16 9:19","Dive",1,"U",89,90.5,209,211,NA,NA,2016-10-22 05:15:00,2016-10-22 05:19:00,0,0,1043,89.75,210
"2327","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:19","10/22/16 9:21","Surface",NA,"",NA,NA,149,151,116,34,2016-10-22 05:19:00,2016-10-22 05:21:00,0,0,1043,NA,150
"2328","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:21","10/22/16 9:26","Dive",1,"Square",91,92.5,303,305,NA,NA,2016-10-22 05:21:00,2016-10-22 05:26:00,0,0,1044,91.75,304
"2329","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:26","10/22/16 9:28","Surface",NA,"",NA,NA,103,105,81,23,2016-10-22 05:26:00,2016-10-22 05:28:00,0,0,1044,NA,104
"2330","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:28","10/22/16 9:31","Dive",1,"U",93,94.5,189,191,NA,NA,2016-10-22 05:28:00,2016-10-22 05:31:00,0,0,1045,93.75,190
"2331","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 9:31","10/22/16 9:32","Surface",NA,"",NA,NA,65,67,49,17,2016-10-22 05:31:00,2016-10-22 05:32:00,0,0,1045,NA,66
"2333","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:09","10/22/16 10:16","Dive",1,"U",380,387.5,439,441,NA,NA,2016-10-22 06:09:00,2016-10-22 06:16:00,2220,1,1046,383.75,440
"2334","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:16","10/22/16 10:19","Surface",NA,"",NA,NA,179,181,110,70,2016-10-22 06:16:00,2016-10-22 06:19:00,0,0,1046,NA,180
"2335","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:19","10/22/16 10:27","Dive",1,"U",512,527.5,511,513,NA,NA,2016-10-22 06:19:00,2016-10-22 06:27:00,0,0,1047,519.75,512
"2336","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:27","10/22/16 10:40","Surface",NA,"",NA,NA,779,781,478,302,2016-10-22 06:27:00,2016-10-22 06:40:00,0,0,1047,NA,780
"2337","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:40","10/22/16 10:50","Dive",1,"U",476,483.5,583,585,NA,NA,2016-10-22 06:40:00,2016-10-22 06:50:00,0,0,1048,479.75,584
"2338","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 10:50","10/22/16 11:16","Surface",NA,"",NA,NA,1571,1573,1116,456,2016-10-22 06:50:00,2016-10-22 07:16:00,0,0,1048,NA,1572
"2339","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 11:16","10/22/16 11:20","Dive",1,"U",71,72.5,213,215,NA,NA,2016-10-22 07:16:00,2016-10-22 07:20:00,0,0,1049,71.75,214
"2340","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 11:20","10/22/16 16:53","Surface",NA,"",NA,NA,19950,20010,15468,4512,2016-10-22 07:20:00,2016-10-22 12:53:00,0,0,1049,NA,19980
"2341","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 16:53","10/22/16 17:01","Dive",1,"Square",210,213.5,483,485,NA,NA,2016-10-22 12:53:00,2016-10-22 13:01:00,0,0,1050,211.75,484
"2342","Tt0022",110608,NA,"Transmission","Mk10",1,"10/22/16 17:01","10/22/16 21:06","Surface",NA,"",NA,NA,14701,14703,9011,5691,2016-10-22 13:01:00,2016-10-22 17:06:00,0,0,1050,NA,14702
"2344","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:06","10/22/16 21:17","Dive",1,"U",484,491.5,711,713,NA,NA,2016-10-22 17:06:00,2016-10-22 17:17:00,0,0,1051,487.75,712
"2345","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:17","10/22/16 21:30","Surface",NA,"",NA,NA,765,767,420,346,2016-10-22 17:17:00,2016-10-22 17:30:00,0,0,1051,NA,766
"2346","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:30","10/22/16 21:40","Dive",1,"U",396,403.5,613,615,NA,NA,2016-10-22 17:30:00,2016-10-22 17:40:00,0,0,1052,399.75,614
"2347","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:40","10/22/16 21:43","Surface",NA,"",NA,NA,179,181,128,52,2016-10-22 17:40:00,2016-10-22 17:43:00,0,0,1052,NA,180
"2348","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:43","10/22/16 21:54","Dive",1,"U",380,387.5,611,613,NA,NA,2016-10-22 17:43:00,2016-10-22 17:54:00,0,0,1053,383.75,612
"2349","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:54","10/22/16 21:58","Surface",NA,"",NA,NA,267,269,173,95,2016-10-22 17:54:00,2016-10-22 17:58:00,0,0,1053,NA,268
"2350","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 21:58","10/22/16 22:08","Dive",1,"U",396,403.5,609,611,NA,NA,2016-10-22 17:58:00,2016-10-22 18:08:00,0,0,1054,399.75,610
"2351","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 22:08","10/22/16 22:10","Surface",NA,"",NA,NA,135,137,97,39,2016-10-22 18:08:00,2016-10-22 18:10:00,0,0,1054,NA,136
"2352","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 22:10","10/22/16 22:20","Dive",1,"U",396,403.5,571,573,NA,NA,2016-10-22 18:10:00,2016-10-22 18:20:00,0,0,1055,399.75,572
"2353","Tt0022",110608,NA,"Transmission","Mk10",2,"10/22/16 22:20","10/22/16 22:26","Surface",NA,"",NA,NA,367,369,154,214,2016-10-22 18:20:00,2016-10-22 18:26:00,0,0,1055,NA,368
