,DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep,start,end,t.diff,flag,divenum,depth,duration
661,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 6:57,9/10/2016 7:03,Dive,1,U,284,291.5,375,377,NA,NA,9/10/2016 2:57,9/10/2016 3:03,0,0,289,287.75,376
662,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 7:03,9/10/2016 7:43,Surface,NA,,NA,NA,2351,2353,1442,910,9/10/2016 3:03,9/10/2016 3:43,0,0,289,NA,2352
663,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 7:43,9/10/2016 7:50,Dive,1,U,372,379.5,443,445,NA,NA,9/10/2016 3:43,9/10/2016 3:50,0,0,290,375.75,444
664,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 7:50,9/10/2016 8:00,Surface,NA,,NA,NA,633,635,368,266,9/10/2016 3:50,9/10/2016 4:00,0,0,290,NA,634
665,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 8:00,9/10/2016 8:09,Dive,1,U,364,371.5,483,485,NA,NA,9/10/2016 4:00,9/10/2016 4:09,0,0,291,367.75,484
666,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 8:09,9/10/2016 8:15,Surface,NA,,NA,NA,359,361,209,151,9/10/2016 4:09,9/10/2016 4:15,0,0,291,NA,360
667,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 8:15,9/10/2016 8:18,Dive,1,V,54.5,55,211,213,NA,NA,9/10/2016 4:15,9/10/2016 4:18,0,0,292,54.75,212
668,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 8:18,9/10/2016 8:47,Surface,NA,,NA,NA,1723,1725,1390,334,9/10/2016 4:18,9/10/2016 4:47,0,0,292,NA,1724
670,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 8:48,9/10/2016 8:56,Dive,1,Square,292,299.5,491,493,NA,NA,9/10/2016 4:48,9/10/2016 4:56,60,1,293,295.75,492
671,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 8:56,9/10/2016 9:00,Surface,NA,,NA,NA,255,257,223,33,9/10/2016 4:56,9/10/2016 5:00,0,0,293,NA,256
672,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:00,9/10/2016 9:07,Dive,1,U,388,395.5,443,445,NA,NA,9/10/2016 5:00,9/10/2016 5:07,0,0,294,391.75,444
673,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:07,9/10/2016 9:10,Surface,NA,,NA,NA,185,187,156,30,9/10/2016 5:07,9/10/2016 5:10,0,0,294,NA,186
674,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:10,9/10/2016 9:18,Dive,1,U,324,331.5,465,467,NA,NA,9/10/2016 5:10,9/10/2016 5:18,0,0,295,327.75,466
675,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:18,9/10/2016 9:21,Surface,NA,,NA,NA,147,149,148,0,9/10/2016 5:18,9/10/2016 5:21,0,0,295,NA,148
676,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:21,9/10/2016 9:26,Dive,1,U,186,189.5,301,303,NA,NA,9/10/2016 5:21,9/10/2016 5:26,0,0,296,187.75,302
677,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:26,9/10/2016 9:28,Surface,NA,,NA,NA,123,125,108,16,9/10/2016 5:26,9/10/2016 5:28,0,0,296,NA,124
678,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:28,9/10/2016 9:36,Dive,1,U,420,427.5,501,503,NA,NA,9/10/2016 5:28,9/10/2016 5:36,0,0,297,423.75,502
679,Tt0019,110606,NA,Transmission,Mk10,1,9/10/2016 9:36,9/10/2016 9:41,Surface,NA,,NA,NA,269,271,226,44,9/10/2016 5:36,9/10/2016 5:41,0,0,297,NA,270
681,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 19:48,9/10/2016 19:57,Dive,1,U,194,197.5,543,545,NA,NA,9/10/2016 15:48,9/10/2016 15:57,36420,1,298,195.75,544
682,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 19:57,9/10/2016 19:58,Surface,NA,,NA,NA,101,103,89,13,9/10/2016 15:57,9/10/2016 15:58,0,0,298,NA,102
683,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 19:58,9/10/2016 20:01,Dive,1,U,53.5,54,153,155,NA,NA,9/10/2016 15:58,9/10/2016 16:01,0,0,299,53.75,154
684,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 20:01,9/10/2016 20:04,Surface,NA,,NA,NA,189,191,190,0,9/10/2016 16:01,9/10/2016 16:04,0,0,299,NA,190
685,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 20:04,9/10/2016 20:11,Dive,1,U,138,141.5,421,423,NA,NA,9/10/2016 16:04,9/10/2016 16:11,0,0,300,139.75,422
686,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 20:11,9/10/2016 20:27,Surface,NA,,NA,NA,973,975,848,126,9/10/2016 16:11,9/10/2016 16:27,0,0,300,NA,974
687,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 20:27,9/10/2016 20:33,Dive,1,U,252,259.5,329,331,NA,NA,9/10/2016 16:27,9/10/2016 16:33,0,0,301,255.75,330
688,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 20:33,9/10/2016 21:47,Surface,NA,,NA,NA,4451,4453,3016,1436,9/10/2016 16:33,9/10/2016 17:47,0,0,301,NA,4452
689,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 21:47,9/10/2016 21:49,Dive,1,U,50.5,51,131,133,NA,NA,9/10/2016 17:47,9/10/2016 17:49,0,0,302,50.75,132
690,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 21:49,9/10/2016 22:13,Surface,NA,,NA,NA,1441,1443,977,465,9/10/2016 17:49,9/10/2016 18:13,0,0,302,NA,1442
692,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:14,9/10/2016 22:24,Dive,1,U,206,209.5,605,607,NA,NA,9/10/2016 18:14,9/10/2016 18:24,60,1,303,207.75,606
693,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:24,9/10/2016 22:32,Surface,NA,,NA,NA,477,479,478,0,9/10/2016 18:24,9/10/2016 18:32,0,0,303,NA,478
694,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:32,9/10/2016 22:41,Dive,1,U,476,483.5,591,593,NA,NA,9/10/2016 18:32,9/10/2016 18:41,0,0,304,479.75,592
695,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:41,9/10/2016 22:46,Surface,NA,,NA,NA,293,295,294,0,9/10/2016 18:41,9/10/2016 18:46,0,0,304,NA,294
696,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:46,9/10/2016 22:58,Dive,1,U,452,459.5,677,679,NA,NA,9/10/2016 18:46,9/10/2016 18:58,0,0,305,455.75,678
697,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 22:58,9/10/2016 23:01,Surface,NA,,NA,NA,219,221,220,0,9/10/2016 18:58,9/10/2016 19:01,0,0,305,NA,220
698,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 23:01,9/10/2016 23:04,Dive,1,U,61,62.5,135,137,NA,NA,9/10/2016 19:01,9/10/2016 19:04,0,0,306,61.75,136
699,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 23:04,9/10/2016 23:05,Surface,NA,,NA,NA,107,109,108,0,9/10/2016 19:04,9/10/2016 19:05,0,0,306,NA,108
700,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 23:05,9/10/2016 23:14,Dive,1,U,316,323.5,535,537,NA,NA,9/10/2016 19:05,9/10/2016 19:14,0,0,307,319.75,536
701,Tt0019,110606,NA,Transmission,Mk10,4,9/10/2016 23:14,9/10/2016 23:16,Surface,NA,,NA,NA,125,127,126,0,9/10/2016 19:14,9/10/2016 19:16,0,0,307,NA,126
703,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:17,9/10/2016 23:25,Dive,1,U,348,355.5,535,537,NA,NA,9/10/2016 19:17,9/10/2016 19:25,60,1,308,351.75,536
704,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:25,9/10/2016 23:28,Surface,NA,,NA,NA,133,135,134,0,9/10/2016 19:25,9/10/2016 19:28,0,0,308,NA,134
705,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:28,9/10/2016 23:36,Dive,1,U,316,323.5,523,525,NA,NA,9/10/2016 19:28,9/10/2016 19:36,0,0,309,319.75,524
706,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:36,9/10/2016 23:39,Surface,NA,,NA,NA,153,155,154,0,9/10/2016 19:36,9/10/2016 19:39,0,0,309,NA,154
707,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:39,9/10/2016 23:48,Dive,1,Square,292,299.5,511,513,NA,NA,9/10/2016 19:39,9/10/2016 19:48,0,0,310,295.75,512
708,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:48,9/10/2016 23:51,Surface,NA,,NA,NA,181,183,182,0,9/10/2016 19:48,9/10/2016 19:51,0,0,310,NA,182
709,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:51,9/10/2016 23:58,Dive,1,U,308,315.5,469,471,NA,NA,9/10/2016 19:51,9/10/2016 19:58,0,0,311,311.75,470
710,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:58,9/10/2016 23:59,Surface,NA,,NA,NA,51,53,52,0,9/10/2016 19:58,9/10/2016 19:59,0,0,311,NA,52
711,Tt0019,110606,NA,Transmission,Mk10,3,9/10/2016 23:59,9/11/2016 0:01,Dive,1,U,69,70.5,113,115,NA,NA,9/10/2016 19:59,9/10/2016 20:01,0,0,312,69.75,114
712,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:01,9/11/2016 0:04,Surface,NA,,NA,NA,147,149,81,67,9/10/2016 20:01,9/10/2016 20:04,0,0,312,NA,148
714,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:04,9/11/2016 0:11,Dive,1,Square,226,229.5,451,453,NA,NA,9/10/2016 20:04,9/10/2016 20:11,0,0,313,227.75,452
715,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:11,9/11/2016 0:14,Surface,NA,,NA,NA,157,159,143,15,9/10/2016 20:11,9/10/2016 20:14,0,0,313,NA,158
716,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:14,9/11/2016 0:18,Dive,1,U,134,137.5,269,271,NA,NA,9/10/2016 20:14,9/10/2016 20:18,0,0,314,135.75,270
717,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:18,9/11/2016 0:20,Surface,NA,,NA,NA,121,123,106,16,9/10/2016 20:18,9/10/2016 20:20,0,0,314,NA,122
718,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:20,9/11/2016 0:27,Dive,1,U,268,275.5,433,435,NA,NA,9/10/2016 20:20,9/10/2016 20:27,0,0,315,271.75,434
719,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:27,9/11/2016 0:29,Surface,NA,,NA,NA,97,99,85,13,9/10/2016 20:27,9/10/2016 20:29,0,0,315,NA,98
720,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:29,9/11/2016 0:34,Dive,1,U,81,82.5,301,303,NA,NA,9/10/2016 20:29,9/10/2016 20:34,0,0,316,81.75,302
721,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:34,9/11/2016 0:34,Surface,NA,,NA,NA,13,15,14,0,9/10/2016 20:34,9/10/2016 20:34,0,0,316,NA,14
722,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:34,9/11/2016 0:37,Dive,1,U,79,80.5,181,183,NA,NA,9/10/2016 20:34,9/10/2016 20:37,0,0,317,79.75,182
723,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 0:37,9/11/2016 0:39,Surface,NA,,NA,NA,111,113,98,14,9/10/2016 20:37,9/10/2016 20:39,0,0,317,NA,112
725,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:39,9/11/2016 0:41,Dive,1,U,93,94.5,143,145,NA,NA,9/10/2016 20:39,9/10/2016 20:41,0,0,318,93.75,144
726,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:41,9/11/2016 0:42,Surface,NA,,NA,NA,85,87,64,22,9/10/2016 20:41,9/10/2016 20:42,0,0,318,NA,86
727,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:42,9/11/2016 0:50,Dive,1,U,412,419.5,479,481,NA,NA,9/10/2016 20:42,9/10/2016 20:50,0,0,319,415.75,480
728,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:50,9/11/2016 0:53,Surface,NA,,NA,NA,133,135,130,4,9/10/2016 20:50,9/10/2016 20:53,0,0,319,NA,134
729,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:53,9/11/2016 0:58,Dive,1,U,75,76.5,303,305,NA,NA,9/10/2016 20:53,9/10/2016 20:58,0,0,320,75.75,304
730,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:58,9/11/2016 0:59,Surface,NA,,NA,NA,95,97,93,3,9/10/2016 20:58,9/10/2016 20:59,0,0,320,NA,96
731,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 0:59,9/11/2016 1:09,Dive,1,U,576,591.5,585,587,NA,NA,9/10/2016 20:59,9/10/2016 21:09,0,0,321,583.75,586
732,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 1:09,9/11/2016 1:11,Surface,NA,,NA,NA,129,131,130,0,9/10/2016 21:09,9/10/2016 21:11,0,0,321,NA,130
733,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 1:11,9/11/2016 1:16,Dive,1,Square,77,78.5,291,293,NA,NA,9/10/2016 21:11,9/10/2016 21:16,0,0,322,77.75,292
734,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 1:16,9/11/2016 1:18,Surface,NA,,NA,NA,103,105,104,0,9/10/2016 21:16,9/10/2016 21:18,0,0,322,NA,104
736,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:18,9/11/2016 1:23,Dive,1,U,115,116.5,329,331,NA,NA,9/10/2016 21:18,9/10/2016 21:23,0,0,323,115.75,330
737,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:23,9/11/2016 1:25,Surface,NA,,NA,NA,103,105,74,30,9/10/2016 21:23,9/10/2016 21:25,0,0,323,NA,104
738,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:25,9/11/2016 1:32,Dive,1,U,308,315.5,407,409,NA,NA,9/10/2016 21:25,9/10/2016 21:32,0,0,324,311.75,408
739,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:32,9/11/2016 1:32,Surface,NA,,NA,NA,53,55,52,2,9/10/2016 21:32,9/10/2016 21:32,0,0,324,NA,54
740,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:32,9/11/2016 1:38,Dive,1,U,218,221.5,325,327,NA,NA,9/10/2016 21:32,9/10/2016 21:38,0,0,325,219.75,326
741,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:38,9/11/2016 1:44,Surface,NA,,NA,NA,377,379,280,98,9/10/2016 21:38,9/10/2016 21:44,0,0,325,NA,378
742,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:44,9/11/2016 1:52,Dive,1,U,284,291.5,469,471,NA,NA,9/10/2016 21:44,9/10/2016 21:52,0,0,326,287.75,470
743,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:52,9/11/2016 1:54,Surface,NA,,NA,NA,147,149,119,29,9/10/2016 21:52,9/10/2016 21:54,0,0,326,NA,148
744,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 1:54,9/11/2016 2:02,Dive,1,U,300,307.5,445,447,NA,NA,9/10/2016 21:54,9/10/2016 22:02,0,0,327,303.75,446
745,Tt0019,110606,NA,Transmission,Mk10,3,9/11/2016 2:02,9/11/2016 2:05,Surface,NA,,NA,NA,157,159,133,25,9/10/2016 22:02,9/10/2016 22:05,0,0,327,NA,158
747,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:05,9/11/2016 2:12,Dive,1,U,284,291.5,453,455,NA,NA,9/10/2016 22:05,9/10/2016 22:12,0,0,328,287.75,454
748,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:12,9/11/2016 2:15,Surface,NA,,NA,NA,151,153,123,29,9/10/2016 22:12,9/10/2016 22:15,0,0,328,NA,152
749,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:15,9/11/2016 2:23,Dive,1,U,332,339.5,491,493,NA,NA,9/10/2016 22:15,9/10/2016 22:23,0,0,329,335.75,492
750,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:23,9/11/2016 2:26,Surface,NA,,NA,NA,171,173,133,39,9/10/2016 22:23,9/10/2016 22:26,0,0,329,NA,172
751,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:26,9/11/2016 2:34,Dive,1,U,300,307.5,485,487,NA,NA,9/10/2016 22:26,9/10/2016 22:34,0,0,330,303.75,486
752,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:34,9/11/2016 2:35,Surface,NA,,NA,NA,97,99,89,9,9/10/2016 22:34,9/10/2016 22:35,0,0,330,NA,98
753,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:35,9/11/2016 2:43,Dive,1,U,260,267.5,447,449,NA,NA,9/10/2016 22:35,9/10/2016 22:43,0,0,331,263.75,448
754,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:43,9/11/2016 2:44,Surface,NA,,NA,NA,77,79,65,13,9/10/2016 22:43,9/10/2016 22:44,0,0,331,NA,78
755,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:44,9/11/2016 2:48,Dive,1,U,109,110.5,201,203,NA,NA,9/10/2016 22:44,9/10/2016 22:48,0,0,332,109.75,202
756,Tt0019,110606,NA,Transmission,Mk10,5,9/11/2016 2:48,9/11/2016 2:52,Surface,NA,,NA,NA,285,287,157,129,9/10/2016 22:48,9/10/2016 22:52,0,0,332,NA,286
758,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 2:53,9/11/2016 3:00,Dive,1,Square,126,129.5,439,441,NA,NA,9/10/2016 22:53,9/10/2016 23:00,60,1,333,127.75,440
759,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:00,9/11/2016 3:00,Surface,NA,,NA,NA,31,33,29,3,9/10/2016 23:00,9/10/2016 23:00,0,0,333,NA,32
760,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:00,9/11/2016 3:03,Dive,1,U,91,92.5,141,143,NA,NA,9/10/2016 23:00,9/10/2016 23:03,0,0,334,91.75,142
761,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:03,9/11/2016 3:05,Surface,NA,,NA,NA,157,159,102,56,9/10/2016 23:03,9/10/2016 23:05,0,0,334,NA,158
762,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:05,9/11/2016 3:11,Dive,1,U,146,149.5,353,355,NA,NA,9/10/2016 23:05,9/10/2016 23:11,0,0,335,147.75,354
763,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:11,9/11/2016 3:15,Surface,NA,,NA,NA,235,237,152,84,9/10/2016 23:11,9/10/2016 23:15,0,0,335,NA,236
764,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:15,9/11/2016 3:22,Dive,1,U,292,299.5,435,437,NA,NA,9/10/2016 23:15,9/10/2016 23:22,0,0,336,295.75,436
765,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:22,9/11/2016 3:25,Surface,NA,,NA,NA,133,135,108,26,9/10/2016 23:22,9/10/2016 23:25,0,0,336,NA,134
766,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:25,9/11/2016 3:29,Dive,1,U,67,68.5,251,253,NA,NA,9/10/2016 23:25,9/10/2016 23:29,0,0,337,67.75,252
767,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 3:29,9/11/2016 3:30,Surface,NA,,NA,NA,59,61,41,19,9/10/2016 23:29,9/10/2016 23:30,0,0,337,NA,60
769,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 3:30,9/11/2016 3:35,Dive,1,Square,65,66.5,301,303,NA,NA,9/10/2016 23:30,9/10/2016 23:35,0,0,338,65.75,302
770,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 3:35,9/11/2016 3:38,Surface,NA,,NA,NA,203,205,151,53,9/10/2016 23:35,9/10/2016 23:38,0,0,338,NA,204
771,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 3:38,9/11/2016 3:45,Dive,1,V,672,687.5,433,435,NA,NA,9/10/2016 23:38,9/10/2016 23:45,0,0,339,679.75,434
772,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 3:45,9/11/2016 4:13,Surface,NA,,NA,NA,1659,1661,589,1071,9/10/2016 23:45,9/11/2016 0:13,0,0,339,NA,1660
773,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:13,9/11/2016 4:17,Dive,1,V,55.5,56.5,241,243,NA,NA,9/11/2016 0:13,9/11/2016 0:17,0,0,340,56,242
774,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:17,9/11/2016 4:34,Surface,NA,,NA,NA,1001,1003,549,453,9/11/2016 0:17,9/11/2016 0:34,0,0,340,NA,1002
775,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:34,9/11/2016 4:41,Dive,1,U,380,387.5,439,441,NA,NA,9/11/2016 0:34,9/11/2016 0:41,0,0,341,383.75,440
776,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:41,9/11/2016 4:50,Surface,NA,,NA,NA,543,545,246,298,9/11/2016 0:41,9/11/2016 0:50,0,0,341,NA,544
777,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:50,9/11/2016 4:57,Dive,1,U,292,299.5,429,431,NA,NA,9/11/2016 0:50,9/11/2016 0:57,0,0,342,295.75,430
778,Tt0019,110606,NA,Transmission,Mk10,4,9/11/2016 4:57,9/11/2016 5:01,Surface,NA,,NA,NA,235,237,129,107,9/11/2016 0:57,9/11/2016 1:01,0,0,342,NA,236
780,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:40,9/11/2016 5:42,Dive,1,V,117,118.5,167,169,NA,NA,9/11/2016 1:40,9/11/2016 1:42,2340,1,343,117.75,168
781,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:42,9/11/2016 5:44,Surface,NA,,NA,NA,127,129,66,62,9/11/2016 1:42,9/11/2016 1:44,0,0,343,NA,128
782,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:44,9/11/2016 5:46,Dive,1,U,67,68.5,83,85,NA,NA,9/11/2016 1:44,9/11/2016 1:46,0,0,344,67.75,84
783,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:46,9/11/2016 5:49,Surface,NA,,NA,NA,217,219,105,113,9/11/2016 1:46,9/11/2016 1:49,0,0,344,NA,218
784,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:49,9/11/2016 5:51,Dive,1,V,59,60.5,111,113,NA,NA,9/11/2016 1:49,9/11/2016 1:51,0,0,345,59.75,112
785,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 5:51,9/11/2016 6:04,Surface,NA,,NA,NA,757,759,391,367,9/11/2016 1:51,9/11/2016 2:04,0,0,345,NA,758
786,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:04,9/11/2016 6:06,Dive,1,U,52.5,53,99,101,NA,NA,9/11/2016 2:04,9/11/2016 2:06,0,0,346,52.75,100
787,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:06,9/11/2016 6:09,Surface,NA,,NA,NA,177,179,155,23,9/11/2016 2:06,9/11/2016 2:09,0,0,346,NA,178
788,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:09,9/11/2016 6:17,Dive,1,U,356,363.5,493,495,NA,NA,9/11/2016 2:09,9/11/2016 2:17,0,0,347,359.75,494
789,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:17,9/11/2016 6:23,Surface,NA,,NA,NA,349,351,248,102,9/11/2016 2:17,9/11/2016 2:23,0,0,347,NA,350
791,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:23,9/11/2016 6:31,Dive,1,U,300,307.5,487,489,NA,NA,9/11/2016 2:23,9/11/2016 2:31,0,0,348,303.75,488
792,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:31,9/11/2016 6:35,Surface,NA,,NA,NA,249,251,113,137,9/11/2016 2:31,9/11/2016 2:35,0,0,348,NA,250
793,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:35,9/11/2016 6:38,Dive,1,U,122,125.5,171,173,NA,NA,9/11/2016 2:35,9/11/2016 2:38,0,0,349,123.75,172
794,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:38,9/11/2016 6:51,Surface,NA,,NA,NA,813,815,551,263,9/11/2016 2:38,9/11/2016 2:51,0,0,349,NA,814
795,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:51,9/11/2016 6:56,Dive,1,U,242,245.5,269,271,NA,NA,9/11/2016 2:51,9/11/2016 2:56,0,0,350,243.75,270
796,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 6:56,9/11/2016 7:00,Surface,NA,,NA,NA,241,243,195,47,9/11/2016 2:56,9/11/2016 3:00,0,0,350,NA,242
797,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 7:00,9/11/2016 7:08,Dive,1,U,332,339.5,479,481,NA,NA,9/11/2016 3:00,9/11/2016 3:08,0,0,351,335.75,480
798,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 7:08,9/11/2016 7:10,Surface,NA,,NA,NA,133,135,134,0,9/11/2016 3:08,9/11/2016 3:10,0,0,351,NA,134
799,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 7:10,9/11/2016 7:12,Dive,1,V,49.5,50,135,137,NA,NA,9/11/2016 3:10,9/11/2016 3:12,0,0,352,49.75,136
800,Tt0019,110606,NA,Transmission,Mk10,1,9/11/2016 7:12,9/11/2016 7:16,Surface,NA,,NA,NA,205,207,173,33,9/11/2016 3:12,9/11/2016 3:16,0,0,352,NA,206
802,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 7:16,9/11/2016 7:23,Dive,1,U,380,387.5,471,473,NA,NA,9/11/2016 3:16,9/11/2016 3:23,0,0,353,383.75,472
803,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 7:23,9/11/2016 7:30,Surface,NA,,NA,NA,401,403,246,156,9/11/2016 3:23,9/11/2016 3:30,0,0,353,NA,402
804,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 7:30,9/11/2016 7:38,Dive,1,U,332,339.5,481,483,NA,NA,9/11/2016 3:30,9/11/2016 3:38,0,0,354,335.75,482
805,Tt0019,110606,NA,Transmission,Mk10,2,9/11/2016 7:38,9/11/2016 7:43,Surface,NA,,NA,NA,283,285,128,156,9/11/2016 3:38,9/11/2016 3:43,0,0,354,NA,284
